"Game","Date","Round","Home.Team","Home.Goals","Home.Behinds","Home.Points","Away.Team","Away.Goals","Away.Behinds","Away.Points","Venue","Margin","Season","Round.Type","Round.Number"
15751,2020-09-11,"R17","Geelong",4,7,31,"Richmond",7,15,57,"Carrara",-26,2020,"Regular",17
15752,2020-09-12,"R17","North Melbourne",5,5,35,"Fremantle",15,9,99,"Carrara",-64,2020,"Regular",17
15753,2020-09-12,"R17","Port Adelaide",11,13,79,"Essendon",4,5,29,"Adelaide Oval",50,2020,"Regular",17
15754,2020-09-12,"R17","GWS",11,8,74,"Melbourne",12,7,79,"Gabba",-5,2020,"Regular",17
15755,2020-09-13,"R17","Carlton",8,8,56,"Adelaide",10,12,72,"Carrara",-16,2020,"Regular",17
15756,2020-09-13,"R17","Hawthorn",6,4,40,"Footscray",11,10,76,"Adelaide Oval",-36,2020,"Regular",17
15757,2020-09-13,"R17","Sydney",6,5,41,"Brisbane Lions",11,7,73,"Cazaly's Stadium",-32,2020,"Regular",17
15758,2020-09-14,"R17","Collingwood",10,8,68,"Gold Coast",6,10,46,"Gabba",22,2020,"Regular",17
15759,2020-09-17,"R18","North Melbourne",4,10,34,"West Coast",7,7,49,"Carrara",-15,2020,"Regular",18
15760,2020-09-18,"R18","St Kilda",12,10,82,"GWS",3,12,30,"Gabba",52,2020,"Regular",18
15761,2020-09-19,"R18","Essendon",7,7,49,"Melbourne",10,8,68,"Carrara",-19,2020,"Regular",18
15762,2020-09-19,"R18","Adelaide",4,9,33,"Richmond",12,5,77,"Adelaide Oval",-44,2020,"Regular",18
15763,2020-09-19,"R18","Brisbane Lions",11,12,78,"Carlton",10,1,61,"Gabba",17,2020,"Regular",18
15764,2020-09-20,"R18","Hawthorn",17,6,108,"Gold Coast",8,9,57,"Adelaide Oval",51,2020,"Regular",18
15765,2020-09-20,"R18","Sydney",9,9,63,"Geelong",10,9,69,"Carrara",-6,2020,"Regular",18
15766,2020-09-20,"R18","Fremantle",6,8,44,"Footscray",11,8,74,"Cazaly's Stadium",-30,2020,"Regular",18
15767,2020-09-21,"R18","Collingwood",7,3,45,"Port Adelaide",9,7,61,"Gabba",-16,2020,"Regular",18
15768,2020-10-01,"QF","Port Adelaide",9,4,58,"Geelong",5,12,42,"Adelaide Oval",16,2020,"Finals",19
15769,2020-10-02,"QF","Brisbane Lions",10,9,69,"Richmond",8,6,54,"Gabba",15,2020,"Finals",19
15770,2020-10-03,"EF","St Kilda",10,7,67,"Footscray",9,10,64,"Gabba",3,2020,"Finals",19
15771,2020-10-03,"EF","West Coast",11,9,75,"Collingwood",12,4,76,"Perth Stadium",-1,2020,"Finals",19
15772,2020-10-09,"SF","Richmond",12,8,80,"St Kilda",6,13,49,"Carrara",31,2020,"Finals",20
15773,2020-10-10,"SF","Geelong",15,10,100,"Collingwood",5,2,32,"Gabba",68,2020,"Finals",20
15774,2020-10-16,"PF","Port Adelaide",6,4,40,"Richmond",6,10,46,"Adelaide Oval",-6,2020,"Finals",21
15775,2020-10-17,"PF","Brisbane Lions",6,6,42,"Geelong",11,16,82,"Gabba",-40,2020,"Finals",21
15776,2020-10-24,"GF","Richmond",12,9,81,"Geelong",7,8,50,"Gabba",31,2020,"Finals",22
15777,2021-03-18,"R1","Richmond",15,15,105,"Carlton",11,14,80,"M.C.G.",25,2021,"Regular",1
15778,2021-03-19,"R1","Collingwood",7,11,53,"Footscray",10,9,69,"M.C.G.",-16,2021,"Regular",1
15779,2021-03-20,"R1","Melbourne",11,14,80,"Fremantle",8,10,58,"M.C.G.",22,2021,"Regular",1
15780,2021-03-20,"R1","Adelaide",15,13,103,"Geelong",13,13,91,"Adelaide Oval",12,2021,"Regular",1
15781,2021-03-20,"R1","Essendon",13,13,91,"Hawthorn",14,8,92,"Docklands",-1,2021,"Regular",1
15782,2021-03-20,"R1","Brisbane Lions",14,10,94,"Sydney",19,11,125,"Gabba",-31,2021,"Regular",1
15783,2021-03-21,"R1","North Melbourne",9,11,65,"Port Adelaide",17,15,117,"Docklands",-52,2021,"Regular",1
15784,2021-03-21,"R1","GWS",11,12,78,"St Kilda",13,8,86,"Sydney Showground",-8,2021,"Regular",1
15785,2021-03-21,"R1","West Coast",12,11,83,"Gold Coast",8,10,58,"Perth Stadium",25,2021,"Regular",1
15786,2021-03-25,"R2","Carlton",13,7,85,"Collingwood",16,10,106,"M.C.G.",-21,2021,"Regular",2
15787,2021-03-26,"R2","Geelong",12,9,81,"Brisbane Lions",11,14,80,"Kardinia Park",1,2021,"Regular",2
15788,2021-03-27,"R2","Sydney",18,13,121,"Adelaide",11,22,88,"S.C.G.",33,2021,"Regular",2
15789,2021-03-27,"R2","Port Adelaide",18,11,119,"Essendon",9,11,65,"Adelaide Oval",54,2021,"Regular",2
15790,2021-03-27,"R2","St Kilda",11,7,73,"Melbourne",12,19,91,"Docklands",-18,2021,"Regular",2
15791,2021-03-27,"R2","Gold Coast",14,14,98,"North Melbourne",5,9,39,"Carrara",59,2021,"Regular",2
15792,2021-03-28,"R2","Hawthorn",7,7,49,"Richmond",11,12,78,"M.C.G.",-29,2021,"Regular",2
15793,2021-03-28,"R2","Footscray",14,16,100,"West Coast",14,9,93,"Docklands",7,2021,"Regular",2
15794,2021-03-28,"R2","Fremantle",11,21,87,"GWS",7,14,56,"Perth Stadium",31,2021,"Regular",2
15795,2021-04-01,"R3","Collingwood",11,6,72,"Brisbane Lions",11,7,73,"Docklands",-1,2021,"Regular",3
15796,2021-04-02,"R3","North Melbourne",5,9,39,"Footscray",25,17,167,"Docklands",-128,2021,"Regular",3
15797,2021-04-02,"R3","Adelaide",14,11,95,"Gold Coast",12,13,85,"Adelaide Oval",10,2021,"Regular",3
15798,2021-04-03,"R3","Richmond",10,12,72,"Sydney",17,15,117,"M.C.G.",-45,2021,"Regular",3
15799,2021-04-03,"R3","Essendon",22,11,143,"St Kilda",9,14,68,"Docklands",75,2021,"Regular",3
15800,2021-04-03,"R3","West Coast",16,12,108,"Port Adelaide",11,5,71,"Perth Stadium",37,2021,"Regular",3
15801,2021-04-04,"R3","Carlton",16,13,109,"Fremantle",9,10,64,"Docklands",45,2021,"Regular",3
15802,2021-04-04,"R3","GWS",11,2,68,"Melbourne",15,12,102,"Manuka Oval",-34,2021,"Regular",3
15803,2021-04-05,"R3","Geelong",10,9,69,"Hawthorn",9,10,64,"M.C.G.",5,2021,"Regular",3
15804,2021-04-08,"R4","Sydney",11,17,83,"Essendon",12,8,80,"S.C.G.",3,2021,"Regular",4
15805,2021-04-09,"R4","Port Adelaide",11,13,79,"Richmond",11,11,77,"Adelaide Oval",2,2021,"Regular",4
15806,2021-04-10,"R4","Footscray",10,13,73,"Brisbane Lions",8,6,54,"Eureka Stadium",19,2021,"Regular",4
15807,2021-04-10,"R4","St Kilda",15,12,102,"West Coast",13,4,82,"Docklands",20,2021,"Regular",4
15808,2021-04-10,"R4","Gold Coast",8,11,59,"Carlton",9,16,70,"Carrara",-11,2021,"Regular",4
15809,2021-04-10,"R4","Collingwood",9,6,60,"GWS",14,6,90,"M.C.G.",-30,2021,"Regular",4
15810,2021-04-11,"R4","North Melbourne",10,8,68,"Adelaide",16,13,109,"Docklands",-41,2021,"Regular",4
15811,2021-04-11,"R4","Melbourne",12,13,85,"Geelong",9,6,60,"M.C.G.",25,2021,"Regular",4
15812,2021-04-11,"R4","Fremantle",13,18,96,"Hawthorn",12,9,81,"Perth Stadium",15,2021,"Regular",4
15813,2021-04-15,"R5","St Kilda",7,6,48,"Richmond",20,14,134,"Docklands",-86,2021,"Regular",5
15814,2021-04-16,"R5","West Coast",16,7,103,"Collingwood",11,10,76,"Perth Stadium",27,2021,"Regular",5
15815,2021-04-17,"R5","Footscray",17,16,118,"Gold Coast",8,8,56,"Docklands",62,2021,"Regular",5
15816,2021-04-17,"R5","Sydney",10,9,69,"GWS",9,17,71,"S.C.G.",-2,2021,"Regular",5
15817,2021-04-17,"R5","Carlton",9,14,68,"Port Adelaide",15,6,96,"M.C.G.",-28,2021,"Regular",5
15818,2021-04-17,"R5","Brisbane Lions",15,12,102,"Essendon",6,9,45,"Gabba",57,2021,"Regular",5
15819,2021-04-18,"R5","Adelaide",11,6,72,"Fremantle",12,12,84,"Adelaide Oval",-12,2021,"Regular",5
15820,2021-04-18,"R5","Hawthorn",8,6,54,"Melbourne",15,14,104,"M.C.G.",-50,2021,"Regular",5
15821,2021-04-18,"R5","Geelong",10,17,77,"North Melbourne",7,5,47,"Kardinia Park",30,2021,"Regular",5
15822,2021-04-23,"R6","GWS",9,11,65,"Footscray",15,14,104,"Manuka Oval",-39,2021,"Regular",6
15823,2021-04-24,"R6","Geelong",21,10,136,"West Coast",5,9,39,"Kardinia Park",97,2021,"Regular",6
15824,2021-04-24,"R6","Gold Coast",15,10,100,"Sydney",9,6,60,"Carrara",40,2021,"Regular",6
15825,2021-04-24,"R6","Carlton",12,13,85,"Brisbane Lions",15,13,103,"Docklands",-18,2021,"Regular",6
15826,2021-04-24,"R6","Melbourne",12,10,82,"Richmond",6,12,48,"M.C.G.",34,2021,"Regular",6
15827,2021-04-24,"R6","Fremantle",14,15,99,"North Melbourne",6,12,48,"Perth Stadium",51,2021,"Regular",6
15828,2021-04-25,"R6","Hawthorn",15,12,102,"Adelaide",16,3,99,"York Park",3,2021,"Regular",6
15829,2021-04-25,"R6","Collingwood",13,7,85,"Essendon",16,13,109,"M.C.G.",-24,2021,"Regular",6
15830,2021-04-25,"R6","Port Adelaide",14,9,93,"St Kilda",5,9,39,"Adelaide Oval",54,2021,"Regular",6
15831,2021-04-30,"R7","Richmond",11,11,77,"Footscray",7,13,55,"M.C.G.",22,2021,"Regular",7
15832,2021-05-01,"R7","Collingwood",7,13,55,"Gold Coast",12,7,79,"M.C.G.",-24,2021,"Regular",7
15833,2021-05-01,"R7","Adelaide",4,15,39,"GWS",15,16,106,"Adelaide Oval",-67,2021,"Regular",7
15834,2021-05-01,"R7","St Kilda",19,14,128,"Hawthorn",9,5,59,"Docklands",69,2021,"Regular",7
15835,2021-05-01,"R7","Sydney",14,6,90,"Geelong",12,16,88,"S.C.G.",2,2021,"Regular",7
15836,2021-05-01,"R7","Brisbane Lions",13,15,93,"Port Adelaide",5,14,44,"Gabba",49,2021,"Regular",7
15837,2021-05-02,"R7","North Melbourne",11,7,73,"Melbourne",16,7,103,"Bellerive Oval",-30,2021,"Regular",7
15838,2021-05-02,"R7","Essendon",16,11,107,"Carlton",19,9,123,"M.C.G.",-16,2021,"Regular",7
15839,2021-05-02,"R7","West Coast",20,12,132,"Fremantle",11,7,73,"Perth Stadium",59,2021,"Regular",7
15840,2021-05-07,"R8","Richmond",9,9,63,"Geelong",19,12,126,"M.C.G.",-63,2021,"Regular",8
15841,2021-05-08,"R8","Gold Coast",7,12,54,"St Kilda",8,15,63,"Carrara",-9,2021,"Regular",8
15842,2021-05-08,"R8","GWS",16,11,107,"Essendon",16,9,105,"Sydney Showground",2,2021,"Regular",8
15843,2021-05-08,"R8","North Melbourne",11,10,76,"Collingwood",14,10,94,"Docklands",-18,2021,"Regular",8
15844,2021-05-08,"R8","Melbourne",10,7,67,"Sydney",8,10,58,"M.C.G.",9,2021,"Regular",8
15845,2021-05-08,"R8","Port Adelaide",12,15,87,"Adelaide",5,8,38,"Adelaide Oval",49,2021,"Regular",8
15846,2021-05-09,"R8","Hawthorn",8,12,60,"West Coast",14,14,98,"M.C.G.",-38,2021,"Regular",8
15847,2021-05-09,"R8","Footscray",16,11,107,"Carlton",13,13,91,"Docklands",16,2021,"Regular",8
15848,2021-05-09,"R8","Brisbane Lions",14,11,95,"Fremantle",10,11,71,"Gabba",24,2021,"Regular",8
15849,2021-05-14,"R9","St Kilda",5,17,47,"Geelong",10,8,68,"Docklands",-21,2021,"Regular",9
15850,2021-05-15,"R9","Sydney",10,12,72,"Collingwood",5,12,42,"S.C.G.",30,2021,"Regular",9
15851,2021-05-15,"R9","Hawthorn",12,8,80,"North Melbourne",13,9,87,"York Park",-7,2021,"Regular",9
15852,2021-05-15,"R9","Gold Coast",7,9,51,"Brisbane Lions",19,10,124,"Carrara",-73,2021,"Regular",9
15853,2021-05-15,"R9","Richmond",13,9,87,"GWS",12,11,83,"Docklands",4,2021,"Regular",9
15854,2021-05-15,"R9","Port Adelaide",12,5,77,"Footscray",15,6,96,"Adelaide Oval",-19,2021,"Regular",9
15855,2021-05-16,"R9","Essendon",10,8,68,"Fremantle",8,13,61,"Docklands",7,2021,"Regular",9
15856,2021-05-16,"R9","Melbourne",13,16,94,"Carlton",10,8,68,"M.C.G.",26,2021,"Regular",9
15857,2021-05-16,"R9","West Coast",16,10,106,"Adelaide",11,10,76,"Perth Stadium",30,2021,"Regular",9
15858,2021-05-21,"R10","Brisbane Lions",15,12,102,"Richmond",11,8,74,"Gabba",28,2021,"Regular",10
15859,2021-05-22,"R10","Carlton",13,8,86,"Hawthorn",9,9,63,"M.C.G.",23,2021,"Regular",10
15860,2021-05-22,"R10","Geelong",14,7,91,"Gold Coast",8,9,57,"Kardinia Park",34,2021,"Regular",10
15861,2021-05-22,"R10","Adelaide",15,6,96,"Melbourne",14,11,95,"Adelaide Oval",1,2021,"Regular",10
15862,2021-05-22,"R10","Footscray",21,18,144,"St Kilda",5,3,33,"Docklands",111,2021,"Regular",10
15863,2021-05-22,"R10","Fremantle",12,14,86,"Sydney",13,6,84,"Perth Stadium",2,2021,"Regular",10
15864,2021-05-23,"R10","GWS",13,15,93,"West Coast",11,11,77,"Sydney Showground",16,2021,"Regular",10
15865,2021-05-23,"R10","Collingwood",8,10,58,"Port Adelaide",8,11,59,"M.C.G.",-1,2021,"Regular",10
15866,2021-05-23,"R10","Essendon",22,9,141,"North Melbourne",10,9,69,"Docklands",72,2021,"Regular",10
15867,2021-05-28,"R11","Footscray",8,11,59,"Melbourne",13,9,87,"Docklands",-28,2021,"Regular",11
15868,2021-05-29,"R11","Collingwood",6,15,51,"Geelong",8,13,61,"M.C.G.",-10,2021,"Regular",11
15869,2021-05-29,"R11","Brisbane Lions",19,15,129,"GWS",10,5,65,"Gabba",64,2021,"Regular",11
15870,2021-05-29,"R11","St Kilda",12,16,88,"North Melbourne",10,8,68,"Docklands",20,2021,"Regular",11
15871,2021-05-29,"R11","West Coast",11,5,71,"Essendon",12,15,87,"Perth Stadium",-16,2021,"Regular",11
15872,2021-05-29,"R11","Gold Coast",17,11,113,"Hawthorn",11,10,76,"S.C.G.",37,2021,"Regular",11
15873,2021-05-30,"R11","Richmond",17,9,111,"Adelaide",12,11,83,"Sydney Showground",28,2021,"Regular",11
15874,2021-05-30,"R11","Sydney",15,10,100,"Carlton",11,12,78,"S.C.G.",22,2021,"Regular",11
15875,2021-05-30,"R11","Port Adelaide",18,7,115,"Fremantle",9,15,69,"Adelaide Oval",46,2021,"Regular",11
15876,2021-06-04,"R12","Melbourne",14,13,97,"Brisbane Lions",11,9,75,"Sydney Showground",22,2021,"Regular",12
15877,2021-06-05,"R12","Sydney",13,14,92,"St Kilda",12,11,83,"S.C.G.",9,2021,"Regular",12
15878,2021-06-05,"R12","Adelaide",10,13,73,"Collingwood",12,6,78,"Adelaide Oval",-5,2021,"Regular",12
15879,2021-06-05,"R12","Essendon",12,12,84,"Richmond",19,9,123,"Perth Stadium",-39,2021,"Regular",12
15880,2021-06-06,"R12","Carlton",10,13,73,"West Coast",14,11,95,"S.C.G.",-22,2021,"Regular",12
15881,2021-06-06,"R12","Fremantle",9,11,65,"Footscray",13,15,93,"Perth Stadium",-28,2021,"Regular",12
15882,2021-06-10,"R13","Port Adelaide",14,7,91,"Geelong",17,10,112,"Adelaide Oval",-21,2021,"Regular",13
15883,2021-06-11,"R13","Sydney",7,9,51,"Hawthorn",14,5,89,"S.C.G.",-38,2021,"Regular",13
15884,2021-06-12,"R13","Fremantle",11,10,76,"Gold Coast",6,13,49,"Perth Stadium",27,2021,"Regular",13
15885,2021-06-12,"R13","St Kilda",8,12,60,"Adelaide",9,12,66,"Cazaly's Stadium",-6,2021,"Regular",13
15886,2021-06-13,"R13","North Melbourne",14,10,94,"GWS",14,10,94,"Bellerive Oval",0,2021,"Regular",13
15887,2021-06-13,"R13","West Coast",13,7,85,"Richmond",12,9,81,"Perth Stadium",4,2021,"Regular",13
15888,2021-06-14,"R13","Melbourne",9,9,63,"Collingwood",11,14,80,"S.C.G.",-17,2021,"Regular",13
15889,2021-06-18,"R14","Geelong",12,11,83,"Footscray",11,12,78,"Kardinia Park",5,2021,"Regular",14
15890,2021-06-19,"R14","Gold Coast",4,7,31,"Port Adelaide",12,9,81,"Carrara",-50,2021,"Regular",14
15891,2021-06-19,"R14","North Melbourne",6,9,45,"Brisbane Lions",9,14,68,"Bellerive Oval",-23,2021,"Regular",14
15892,2021-06-19,"R14","GWS",16,6,102,"Carlton",9,12,66,"Sydney Showground",36,2021,"Regular",14
15893,2021-06-20,"R14","Hawthorn",10,13,73,"Essendon",13,8,86,"York Park",-13,2021,"Regular",14
15894,2021-06-24,"R15","Brisbane Lions",13,16,94,"Geelong",7,8,50,"Gabba",44,2021,"Regular",15
15895,2021-06-25,"R15","Richmond",2,10,22,"St Kilda",9,8,62,"M.C.G.",-40,2021,"Regular",15
15896,2021-06-26,"R15","Collingwood",12,7,79,"Fremantle",14,7,91,"Docklands",-12,2021,"Regular",15
15897,2021-06-26,"R15","North Melbourne",9,18,72,"Gold Coast",9,9,63,"Bellerive Oval",9,2021,"Regular",15
15898,2021-06-26,"R15","Port Adelaide",12,9,81,"Sydney",10,11,71,"Adelaide Oval",10,2021,"Regular",15
15899,2021-06-26,"R15","Essendon",8,9,57,"Melbourne",9,14,68,"M.C.G.",-11,2021,"Regular",15
15900,2021-06-27,"R15","GWS",11,6,72,"Hawthorn",13,12,90,"M.C.G.",-18,2021,"Regular",15
15901,2021-06-27,"R15","West Coast",6,7,43,"Footscray",13,20,98,"Perth Stadium",-55,2021,"Regular",15
15902,2021-06-27,"R15","Carlton",12,11,83,"Adelaide",10,13,73,"Docklands",10,2021,"Regular",15
15903,2021-07-01,"R16","Gold Coast",10,17,77,"Richmond",10,7,67,"Docklands",10,2021,"Regular",16
15904,2021-07-02,"R16","Geelong",15,8,98,"Essendon",8,9,57,"Kardinia Park",41,2021,"Regular",16
15905,2021-07-03,"R16","Melbourne",7,13,55,"GWS",9,10,64,"M.C.G.",-9,2021,"Regular",16
15906,2021-07-03,"R16","Adelaide",8,11,59,"Brisbane Lions",17,9,111,"Adelaide Oval",-52,2021,"Regular",16
15907,2021-07-03,"R16","Fremantle",8,16,64,"Carlton",12,8,80,"M.C.G.",-16,2021,"Regular",16
15908,2021-07-03,"R16","Hawthorn",7,11,53,"Port Adelaide",13,9,87,"Docklands",-34,2021,"Regular",16
15909,2021-07-04,"R16","Sydney",18,10,118,"West Coast",3,8,26,"Kardinia Park",92,2021,"Regular",16
15910,2021-07-04,"R16","Collingwood",8,13,61,"St Kilda",10,10,70,"M.C.G.",-9,2021,"Regular",16
15911,2021-07-04,"R16","Footscray",16,12,108,"North Melbourne",11,13,79,"Docklands",29,2021,"Regular",16
15912,2021-07-08,"R17","Port Adelaide",8,7,55,"Melbourne",12,14,86,"Adelaide Oval",-31,2021,"Regular",17
15913,2021-07-09,"R17","Essendon",11,18,84,"Adelaide",2,9,21,"Docklands",63,2021,"Regular",17
15914,2021-07-10,"R17","Hawthorn",6,10,46,"Fremantle",16,12,108,"York Park",-62,2021,"Regular",17
15915,2021-07-10,"R17","Carlton",5,14,44,"Geelong",10,10,70,"M.C.G.",-26,2021,"Regular",17
15916,2021-07-10,"R17","Brisbane Lions",8,15,63,"St Kilda",14,11,95,"Carrara",-32,2021,"Regular",17
15917,2021-07-11,"R17","GWS",9,10,64,"Gold Coast",10,5,65,"Eureka Stadium",-1,2021,"Regular",17
15918,2021-07-11,"R17","Footscray",8,12,60,"Sydney",11,13,79,"Docklands",-19,2021,"Regular",17
15919,2021-07-11,"R17","Richmond",11,5,71,"Collingwood",13,9,87,"M.C.G.",-16,2021,"Regular",17
15920,2021-07-12,"R17","West Coast",8,12,60,"North Melbourne",10,10,70,"Perth Stadium",-10,2021,"Regular",17
15921,2021-07-15,"R18","Fremantle",3,13,31,"Geelong",14,16,100,"Perth Stadium",-69,2021,"Regular",18
15922,2021-07-16,"R18","Richmond",16,10,106,"Brisbane Lions",13,8,86,"Carrara",20,2021,"Regular",18
15923,2021-07-17,"R18","St Kilda",8,13,61,"Port Adelaide",10,14,74,"Docklands",-13,2021,"Regular",18
15924,2021-07-17,"R18","Gold Coast",11,13,79,"Footscray",14,6,90,"Carrara",-11,2021,"Regular",18
15925,2021-07-17,"R18","Melbourne",11,13,79,"Hawthorn",12,7,79,"M.C.G.",0,2021,"Regular",18
15926,2021-07-18,"R18","North Melbourne",11,8,74,"Essendon",13,14,92,"Carrara",-18,2021,"Regular",18
15927,2021-07-18,"R18","Collingwood",9,8,62,"Carlton",13,13,91,"M.C.G.",-29,2021,"Regular",18
15928,2021-07-18,"R18","Adelaide",8,8,56,"West Coast",14,14,98,"Adelaide Oval",-42,2021,"Regular",18
15929,2021-07-18,"R18","GWS",11,6,72,"Sydney",15,8,98,"Carrara",-26,2021,"Regular",18
15930,2021-07-23,"R19","Port Adelaide",14,13,97,"Collingwood",10,9,69,"Docklands",28,2021,"Regular",19
15931,2021-07-24,"R19","Carlton",11,11,77,"North Melbourne",18,8,116,"Docklands",-39,2021,"Regular",19
15932,2021-07-24,"R19","Brisbane Lions",17,18,120,"Gold Coast",10,11,71,"Gabba",49,2021,"Regular",19
15933,2021-07-24,"R19","West Coast",14,10,94,"St Kilda",13,8,86,"Perth Stadium",8,2021,"Regular",19
15934,2021-07-24,"R19","Melbourne",9,11,65,"Footscray",13,7,85,"M.C.G.",-20,2021,"Regular",19
15935,2021-07-24,"R19","Adelaide",16,6,102,"Hawthorn",13,5,83,"Docklands",19,2021,"Regular",19
15936,2021-07-25,"R19","Sydney",14,14,98,"Fremantle",8,10,58,"Carrara",40,2021,"Regular",19
15937,2021-07-25,"R19","Geelong",15,5,95,"Richmond",8,9,57,"M.C.G.",38,2021,"Regular",19
15938,2021-07-25,"R19","Essendon",7,11,53,"GWS",9,12,66,"Carrara",-13,2021,"Regular",19
15939,2021-07-30,"R20","St Kilda",12,9,81,"Carlton",18,4,112,"Docklands",-31,2021,"Regular",20
15940,2021-07-31,"R20","Footscray",15,15,105,"Adelaide",8,8,56,"Eureka Stadium",49,2021,"Regular",20
15941,2021-07-31,"R20","North Melbourne",6,6,42,"Geelong",8,14,62,"Bellerive Oval",-20,2021,"Regular",20
15942,2021-07-31,"R20","Collingwood",14,6,90,"West Coast",6,9,45,"M.C.G.",45,2021,"Regular",20
15943,2021-08-01,"R20","Gold Coast",4,6,30,"Melbourne",18,20,128,"Docklands",-98,2021,"Regular",20
15944,2021-08-01,"R20","Hawthorn",14,8,92,"Brisbane Lions",12,8,80,"York Park",12,2021,"Regular",20
15945,2021-08-01,"R20","Essendon",16,6,102,"Sydney",17,7,109,"M.C.G.",-7,2021,"Regular",20
15946,2021-08-01,"R20","Fremantle",7,13,55,"Richmond",6,15,51,"Perth Stadium",4,2021,"Regular",20
15947,2021-08-01,"R20","GWS",11,7,73,"Port Adelaide",15,10,100,"Docklands",-27,2021,"Regular",20
15948,2021-08-06,"R21","Geelong",8,17,65,"GWS",13,6,84,"Kardinia Park",-19,2021,"Regular",21
15949,2021-08-07,"R21","Carlton",8,9,57,"Gold Coast",11,10,76,"Docklands",-19,2021,"Regular",21
15950,2021-08-07,"R21","Richmond",13,11,89,"North Melbourne",8,8,56,"M.C.G.",33,2021,"Regular",21
15951,2021-08-07,"R21","Adelaide",7,9,51,"Port Adelaide",7,13,55,"Adelaide Oval",-4,2021,"Regular",21
15952,2021-08-07,"R21","St Kilda",14,9,93,"Sydney",10,4,64,"Docklands",29,2021,"Regular",21
15953,2021-08-08,"R21","Hawthorn",15,7,97,"Collingwood",12,6,78,"M.C.G.",19,2021,"Regular",21
15954,2021-08-08,"R21","Footscray",12,12,84,"Essendon",15,7,97,"Docklands",-13,2021,"Regular",21
15955,2021-08-08,"R21","Fremantle",8,6,54,"Brisbane Lions",18,10,118,"Perth Stadium",-64,2021,"Regular",21
15956,2021-08-09,"R21","West Coast",9,9,63,"Melbourne",10,12,72,"Perth Stadium",-9,2021,"Regular",21
15957,2021-08-13,"R22","GWS",16,10,106,"Richmond",10,7,67,"Docklands",39,2021,"Regular",22
15958,2021-08-14,"R22","Hawthorn",9,10,64,"Footscray",5,7,37,"York Park",27,2021,"Regular",22
15959,2021-08-14,"R22","Port Adelaide",21,14,140,"Carlton",5,15,45,"Adelaide Oval",95,2021,"Regular",22
15960,2021-08-14,"R22","Geelong",13,7,85,"St Kilda",11,5,71,"Kardinia Park",14,2021,"Regular",22
15961,2021-08-14,"R22","Brisbane Lions",22,10,142,"Collingwood",8,9,57,"Gabba",85,2021,"Regular",22
15962,2021-08-14,"R22","North Melbourne",12,5,77,"Sydney",13,13,91,"Docklands",-14,2021,"Regular",22
15963,2021-08-15,"R22","Melbourne",16,8,104,"Adelaide",9,9,63,"M.C.G.",41,2021,"Regular",22
15964,2021-08-15,"R22","Gold Coast",4,6,30,"Essendon",14,14,98,"Kardinia Park",-68,2021,"Regular",22
15965,2021-08-15,"R22","Fremantle",12,7,79,"West Coast",9,10,64,"Perth Stadium",15,2021,"Regular",22
15966,2021-08-20,"R23","Footscray",10,4,64,"Port Adelaide",9,12,66,"Docklands",-2,2021,"Regular",23
15967,2021-08-21,"R23","Richmond",12,11,83,"Hawthorn",12,11,83,"M.C.G.",0,2021,"Regular",23
15968,2021-08-21,"R23","Sydney",21,10,136,"Gold Coast",6,13,49,"Docklands",87,2021,"Regular",23
15969,2021-08-21,"R23","Brisbane Lions",19,11,125,"West Coast",13,9,87,"Gabba",38,2021,"Regular",23
15970,2021-08-21,"R23","Geelong",12,5,77,"Melbourne",12,9,81,"Kardinia Park",-4,2021,"Regular",23
15971,2021-08-21,"R23","Carlton",11,9,75,"GWS",12,17,89,"Docklands",-14,2021,"Regular",23
15972,2021-08-22,"R23","St Kilda",17,5,107,"Fremantle",6,13,49,"Bellerive Oval",58,2021,"Regular",23
15973,2021-08-22,"R23","Essendon",16,6,102,"Collingwood",9,10,64,"M.C.G.",38,2021,"Regular",23
15974,2021-08-22,"R23","Adelaide",13,20,98,"North Melbourne",8,6,54,"Adelaide Oval",44,2021,"Regular",23
15975,2021-08-27,"QF","Port Adelaide",12,14,86,"Geelong",5,13,43,"Adelaide Oval",43,2021,"Finals",24
15976,2021-08-28,"EF","Sydney",10,13,73,"GWS",11,8,74,"York Park",-1,2021,"Finals",24
15977,2021-08-28,"QF","Melbourne",13,15,93,"Brisbane Lions",9,6,60,"Adelaide Oval",33,2021,"Finals",24
15978,2021-08-29,"EF","Footscray",13,7,85,"Essendon",4,12,36,"York Park",49,2021,"Finals",24
15979,2021-09-03,"SF","Geelong",15,13,103,"GWS",10,8,68,"Perth Stadium",35,2021,"Finals",25
15980,2021-09-04,"SF","Brisbane Lions",11,12,78,"Footscray",11,13,79,"Gabba",-1,2021,"Finals",25
15981,2021-09-10,"PF","Melbourne",19,11,125,"Geelong",6,6,42,"Perth Stadium",83,2021,"Finals",26
15982,2021-09-11,"PF","Port Adelaide",6,9,45,"Footscray",17,14,116,"Adelaide Oval",-71,2021,"Finals",26
15983,2021-09-25,"GF","Melbourne",21,14,140,"Footscray",10,6,66,"Perth Stadium",74,2021,"Finals",27
15984,2022-03-16,"R1","Melbourne",14,13,97,"Footscray",11,5,71,"M.C.G.",26,2022,"Regular",1
15985,2022-03-17,"R1","Carlton",14,17,101,"Richmond",11,10,76,"M.C.G.",25,2022,"Regular",1
