"Game","Date","Round","Home.Team","Home.Goals","Home.Behinds","Home.Points","Away.Team","Away.Goals","Away.Behinds","Away.Points","Venue","Margin","Season","Round.Type","Round.Number"
15986,2022-03-18,"R1","St Kilda",12,13,85,"Collingwood",15,12,102,"Docklands",-17,2022,"Regular",1
15987,2022-03-19,"R1","Geelong",20,18,138,"Essendon",11,6,72,"M.C.G.",66,2022,"Regular",1
15988,2022-03-19,"R1","GWS",13,14,92,"Sydney",17,10,112,"Stadium Australia",-20,2022,"Regular",1
15989,2022-03-19,"R1","Brisbane Lions",11,14,80,"Port Adelaide",10,9,69,"Gabba",11,2022,"Regular",1
15990,2022-03-20,"R1","Hawthorn",11,12,78,"North Melbourne",8,10,58,"M.C.G.",20,2022,"Regular",1
15991,2022-03-20,"R1","Adelaide",12,10,82,"Fremantle",11,17,83,"Adelaide Oval",-1,2022,"Regular",1
15992,2022-03-20,"R1","West Coast",12,8,80,"Gold Coast",16,11,107,"Perth Stadium",-27,2022,"Regular",1
15993,2022-03-24,"R2","Footscray",13,12,90,"Carlton",16,6,102,"Docklands",-12,2022,"Regular",2
15994,2022-03-25,"R2","Sydney",17,5,107,"Geelong",10,17,77,"S.C.G.",30,2022,"Regular",2
15995,2022-03-26,"R2","Collingwood",15,10,100,"Adelaide",8,10,58,"M.C.G.",42,2022,"Regular",2
15996,2022-03-26,"R2","Essendon",10,15,75,"Brisbane Lions",15,7,97,"Docklands",-22,2022,"Regular",2
15997,2022-03-26,"R2","Port Adelaide",7,14,56,"Hawthorn",19,6,120,"Adelaide Oval",-64,2022,"Regular",2
15998,2022-03-26,"R2","Gold Coast",10,9,69,"Melbourne",12,10,82,"Carrara",-13,2022,"Regular",2
15999,2022-03-27,"R2","North Melbourne",10,14,74,"West Coast",8,11,59,"Docklands",15,2022,"Regular",2
16000,2022-03-27,"R2","Richmond",16,13,109,"GWS",10,13,73,"M.C.G.",36,2022,"Regular",2
16001,2022-03-27,"R2","Fremantle",8,7,55,"St Kilda",9,11,65,"Perth Stadium",-10,2022,"Regular",2
16002,2022-03-31,"R3","Footscray",9,17,71,"Sydney",9,6,60,"Docklands",11,2022,"Regular",3
16003,2022-04-01,"R3","Adelaide",15,6,96,"Port Adelaide",13,14,92,"Adelaide Oval",4,2022,"Regular",3
16004,2022-04-01,"R3","Melbourne",14,15,99,"Essendon",10,10,70,"M.C.G.",29,2022,"Regular",3
16005,2022-04-02,"R3","GWS",12,11,83,"Gold Coast",8,9,57,"Sydney Showground",26,2022,"Regular",3
16006,2022-04-02,"R3","Collingwood",13,13,91,"Geelong",16,8,104,"M.C.G.",-13,2022,"Regular",3
16007,2022-04-02,"R3","Brisbane Lions",23,18,156,"North Melbourne",7,6,48,"Gabba",108,2022,"Regular",3
16008,2022-04-03,"R3","Carlton",11,8,74,"Hawthorn",11,7,73,"M.C.G.",1,2022,"Regular",3
16009,2022-04-03,"R3","St Kilda",18,9,117,"Richmond",13,6,84,"Docklands",33,2022,"Regular",3
16010,2022-04-03,"R3","West Coast",7,5,47,"Fremantle",15,12,102,"Perth Stadium",-55,2022,"Regular",3
16011,2022-04-07,"R4","Port Adelaide",4,12,36,"Melbourne",10,8,68,"Adelaide Oval",-32,2022,"Regular",4
16012,2022-04-08,"R4","Geelong",11,14,80,"Brisbane Lions",11,4,70,"Kardinia Park",10,2022,"Regular",4
16013,2022-04-09,"R4","Sydney",13,8,86,"North Melbourne",12,3,75,"S.C.G.",11,2022,"Regular",4
16014,2022-04-09,"R4","Collingwood",10,14,74,"West Coast",14,3,87,"Docklands",-13,2022,"Regular",4
16015,2022-04-09,"R4","Richmond",15,9,99,"Footscray",7,19,61,"M.C.G.",38,2022,"Regular",4
16016,2022-04-09,"R4","Fremantle",13,10,88,"GWS",8,6,54,"Perth Stadium",34,2022,"Regular",4
16017,2022-04-10,"R4","Essendon",15,13,103,"Adelaide",15,9,99,"Docklands",4,2022,"Regular",4
16018,2022-04-10,"R4","Hawthorn",10,13,73,"St Kilda",22,10,142,"M.C.G.",-69,2022,"Regular",4
16019,2022-04-10,"R4","Gold Coast",13,14,92,"Carlton",8,14,62,"Carrara",30,2022,"Regular",4
16020,2022-04-14,"R5","Brisbane Lions",15,8,98,"Collingwood",14,7,91,"Gabba",7,2022,"Regular",5
16021,2022-04-15,"R5","North Melbourne",11,5,71,"Footscray",21,13,139,"Docklands",-68,2022,"Regular",5
16022,2022-04-15,"R5","West Coast",9,4,58,"Sydney",18,13,121,"Perth Stadium",-63,2022,"Regular",5
16023,2022-04-16,"R5","St Kilda",13,9,87,"Gold Coast",9,7,61,"Docklands",26,2022,"Regular",5
16024,2022-04-16,"R5","Adelaide",15,11,101,"Richmond",12,10,82,"Adelaide Oval",19,2022,"Regular",5
16025,2022-04-16,"R5","Melbourne",19,6,120,"GWS",7,11,53,"M.C.G.",67,2022,"Regular",5
16026,2022-04-17,"R5","Carlton",14,10,94,"Port Adelaide",13,13,91,"M.C.G.",3,2022,"Regular",5
16027,2022-04-17,"R5","Essendon",8,11,59,"Fremantle",16,11,107,"Docklands",-48,2022,"Regular",5
16028,2022-04-18,"R5","Hawthorn",14,8,92,"Geelong",11,14,80,"M.C.G.",12,2022,"Regular",5
16029,2022-04-22,"R6","GWS",8,12,60,"St Kilda",10,17,77,"Manuka Oval",-17,2022,"Regular",6
16030,2022-04-23,"R6","Footscray",9,8,62,"Adelaide",8,15,63,"Eureka Stadium",-1,2022,"Regular",6
16031,2022-04-23,"R6","Port Adelaide",18,9,117,"West Coast",4,9,33,"Adelaide Oval",84,2022,"Regular",6
16032,2022-04-23,"R6","Fremantle",14,13,97,"Carlton",9,8,62,"Perth Stadium",35,2022,"Regular",6
16033,2022-04-24,"R6","North Melbourne",9,7,61,"Geelong",17,19,121,"Bellerive Oval",-60,2022,"Regular",6
16034,2022-04-24,"R6","Gold Coast",11,14,80,"Brisbane Lions",21,6,132,"Carrara",-52,2022,"Regular",6
16035,2022-04-24,"R6","Richmond",8,6,54,"Melbourne",9,22,76,"M.C.G.",-22,2022,"Regular",6
16036,2022-04-25,"R6","Hawthorn",10,8,68,"Sydney",16,13,109,"York Park",-41,2022,"Regular",6
16037,2022-04-25,"R6","Essendon",12,10,82,"Collingwood",15,3,93,"M.C.G.",-11,2022,"Regular",6
16038,2022-04-29,"R7","West Coast",8,8,56,"Richmond",25,15,165,"Perth Stadium",-109,2022,"Regular",7
16039,2022-04-30,"R7","Geelong",10,6,66,"Fremantle",10,9,69,"Kardinia Park",-3,2022,"Regular",7
16040,2022-04-30,"R7","Adelaide",8,6,54,"GWS",17,11,113,"Adelaide Oval",-59,2022,"Regular",7
16041,2022-04-30,"R7","Melbourne",13,13,91,"Hawthorn",11,15,81,"M.C.G.",10,2022,"Regular",7
16042,2022-04-30,"R7","Carlton",17,12,114,"North Melbourne",10,4,64,"Docklands",50,2022,"Regular",7
16043,2022-04-30,"R7","St Kilda",4,18,42,"Port Adelaide",5,13,43,"Cazaly's Stadium",-1,2022,"Regular",7
16044,2022-05-01,"R7","Collingwood",17,13,115,"Gold Coast",14,6,90,"M.C.G.",25,2022,"Regular",7
16045,2022-05-01,"R7","Footscray",16,7,103,"Essendon",10,11,71,"Docklands",32,2022,"Regular",7
16046,2022-05-01,"R7","Sydney",13,11,89,"Brisbane Lions",17,11,113,"S.C.G.",-24,2022,"Regular",7
16047,2022-05-06,"R8","Port Adelaide",12,14,86,"Footscray",10,9,69,"Adelaide Oval",17,2022,"Regular",8
16048,2022-05-06,"R8","Fremantle",15,12,102,"North Melbourne",3,6,24,"Perth Stadium",78,2022,"Regular",8
16049,2022-05-07,"R8","Richmond",17,11,113,"Collingwood",12,14,86,"M.C.G.",27,2022,"Regular",8
16050,2022-05-07,"R8","Sydney",8,13,61,"Gold Coast",10,15,75,"S.C.G.",-14,2022,"Regular",8
16051,2022-05-07,"R8","GWS",4,11,35,"Geelong",12,16,88,"Manuka Oval",-53,2022,"Regular",8
16052,2022-05-07,"R8","Essendon",16,12,108,"Hawthorn",11,15,81,"Docklands",27,2022,"Regular",8
16053,2022-05-07,"R8","Brisbane Lions",16,9,105,"West Coast",4,6,30,"Gabba",75,2022,"Regular",8
16054,2022-05-08,"R8","Melbourne",14,9,93,"St Kilda",8,7,55,"M.C.G.",38,2022,"Regular",8
16055,2022-05-08,"R8","Carlton",17,14,116,"Adelaide",10,8,68,"Docklands",48,2022,"Regular",8
16056,2022-05-13,"R9","Collingwood",7,9,51,"Footscray",14,15,99,"Docklands",-48,2022,"Regular",9
16057,2022-05-14,"R9","Hawthorn",14,10,94,"Richmond",17,15,117,"M.C.G.",-23,2022,"Regular",9
16058,2022-05-14,"R9","North Melbourne",6,10,46,"Port Adelaide",17,13,115,"Bellerive Oval",-69,2022,"Regular",9
16059,2022-05-14,"R9","St Kilda",13,12,90,"Geelong",11,14,80,"Docklands",10,2022,"Regular",9
16060,2022-05-14,"R9","Sydney",14,21,105,"Essendon",6,11,47,"S.C.G.",58,2022,"Regular",9
16061,2022-05-14,"R9","Adelaide",9,12,66,"Brisbane Lions",16,6,102,"Adelaide Oval",-36,2022,"Regular",9
16062,2022-05-15,"R9","Gold Coast",10,9,69,"Fremantle",4,9,33,"Carrara",36,2022,"Regular",9
16063,2022-05-15,"R9","GWS",11,9,75,"Carlton",15,15,105,"Sydney Showground",-30,2022,"Regular",9
16064,2022-05-15,"R9","West Coast",5,8,38,"Melbourne",16,16,112,"Perth Stadium",-74,2022,"Regular",9
16065,2022-05-20,"R10","Carlton",15,12,102,"Sydney",13,9,87,"Docklands",15,2022,"Regular",10
16066,2022-05-21,"R10","Footscray",15,16,106,"Gold Coast",13,9,87,"Eureka Stadium",19,2022,"Regular",10
16067,2022-05-21,"R10","Geelong",11,16,82,"Port Adelaide",7,5,47,"Kardinia Park",35,2022,"Regular",10
16068,2022-05-21,"R10","North Melbourne",8,5,53,"Melbourne",14,16,100,"Docklands",-47,2022,"Regular",10
16069,2022-05-21,"R10","Adelaide",9,15,69,"St Kilda",14,6,90,"Adelaide Oval",-21,2022,"Regular",10
16070,2022-05-21,"R10","Richmond",11,14,80,"Essendon",7,6,48,"M.C.G.",32,2022,"Regular",10
16071,2022-05-22,"R10","GWS",21,12,138,"West Coast",13,8,86,"Sydney Showground",52,2022,"Regular",10
16072,2022-05-22,"R10","Hawthorn",18,9,117,"Brisbane Lions",17,10,112,"York Park",5,2022,"Regular",10
16073,2022-05-22,"R10","Fremantle",6,8,44,"Collingwood",12,8,80,"Perth Stadium",-36,2022,"Regular",10
16074,2022-05-27,"R11","Sydney",16,10,106,"Richmond",15,10,100,"S.C.G.",6,2022,"Regular",11
16075,2022-05-28,"R11","Geelong",15,7,97,"Adelaide",7,13,55,"Kardinia Park",42,2022,"Regular",11
16076,2022-05-28,"R11","Brisbane Lions",16,14,110,"GWS",15,6,96,"Gabba",14,2022,"Regular",11
16077,2022-05-28,"R11","Melbourne",7,14,56,"Fremantle",14,10,94,"M.C.G.",-38,2022,"Regular",11
16078,2022-05-28,"R11","West Coast",9,6,60,"Footscray",25,11,161,"Perth Stadium",-101,2022,"Regular",11
16079,2022-05-28,"R11","Gold Coast",18,13,121,"Hawthorn",7,12,54,"Marrara Oval",67,2022,"Regular",11
16080,2022-05-29,"R11","St Kilda",16,7,103,"North Melbourne",7,8,50,"Docklands",53,2022,"Regular",11
16081,2022-05-29,"R11","Collingwood",11,13,79,"Carlton",11,9,75,"M.C.G.",4,2022,"Regular",11
16082,2022-05-29,"R11","Port Adelaide",9,12,66,"Essendon",6,14,50,"Adelaide Oval",16,2022,"Regular",11
16083,2022-06-03,"R12","Footscray",10,10,70,"Geelong",12,11,83,"Docklands",-13,2022,"Regular",12
16084,2022-06-04,"R12","Adelaide",13,10,88,"West Coast",8,9,57,"Adelaide Oval",31,2022,"Regular",12
16085,2022-06-04,"R12","Gold Coast",15,19,109,"North Melbourne",7,5,47,"Marrara Oval",62,2022,"Regular",12
16086,2022-06-04,"R12","Melbourne",9,7,61,"Sydney",10,13,73,"M.C.G.",-12,2022,"Regular",12
16087,2022-06-05,"R12","Hawthorn",10,8,68,"Collingwood",10,12,72,"M.C.G.",-4,2022,"Regular",12
16088,2022-06-05,"R12","Fremantle",15,9,99,"Brisbane Lions",13,7,85,"Perth Stadium",14,2022,"Regular",12
16089,2022-06-09,"R13","Richmond",11,11,77,"Port Adelaide",10,5,65,"M.C.G.",12,2022,"Regular",13
16090,2022-06-10,"R13","Essendon",7,12,54,"Carlton",12,8,80,"M.C.G.",-26,2022,"Regular",13
16091,2022-06-11,"R13","Fremantle",14,11,95,"Hawthorn",12,10,82,"Perth Stadium",13,2022,"Regular",13
16092,2022-06-11,"R13","Brisbane Lions",10,18,78,"St Kilda",8,9,57,"Gabba",21,2022,"Regular",13
16093,2022-06-12,"R13","North Melbourne",7,11,53,"GWS",15,12,102,"Docklands",-49,2022,"Regular",13
16094,2022-06-13,"R13","Collingwood",12,10,82,"Melbourne",8,8,56,"M.C.G.",26,2022,"Regular",13
16095,2022-06-16,"R14","Richmond",11,15,81,"Carlton",9,12,66,"M.C.G.",15,2022,"Regular",14
16096,2022-06-17,"R14","St Kilda",11,6,72,"Essendon",15,17,107,"Docklands",-35,2022,"Regular",14
16097,2022-06-18,"R14","Port Adelaide",12,10,82,"Sydney",8,11,59,"Adelaide Oval",23,2022,"Regular",14
16098,2022-06-18,"R14","West Coast",9,9,63,"Geelong",12,9,81,"Perth Stadium",-18,2022,"Regular",14
16099,2022-06-18,"R14","GWS",16,9,105,"Footscray",19,11,125,"Sydney Showground",-20,2022,"Regular",14
16100,2022-06-19,"R14","Gold Coast",18,8,116,"Adelaide",10,13,73,"Carrara",43,2022,"Regular",14
16101,2022-06-23,"R15","Melbourne",16,21,117,"Brisbane Lions",7,11,53,"M.C.G.",64,2022,"Regular",15
16102,2022-06-24,"R15","Footscray",19,11,125,"Hawthorn",12,11,83,"Docklands",42,2022,"Regular",15
16103,2022-06-24,"R15","West Coast",16,11,107,"Essendon",14,13,97,"Perth Stadium",10,2022,"Regular",15
16104,2022-06-25,"R15","Carlton",12,9,81,"Fremantle",7,8,50,"Docklands",31,2022,"Regular",15
16105,2022-06-25,"R15","Geelong",13,11,89,"Richmond",13,8,86,"M.C.G.",3,2022,"Regular",15
16106,2022-06-25,"R15","Sydney",12,11,83,"St Kilda",4,8,32,"S.C.G.",51,2022,"Regular",15
16107,2022-06-26,"R15","North Melbourne",8,10,58,"Adelaide",17,13,115,"Bellerive Oval",-57,2022,"Regular",15
16108,2022-06-26,"R15","Collingwood",11,22,88,"GWS",12,5,77,"M.C.G.",11,2022,"Regular",15
16109,2022-06-26,"R15","Port Adelaide",13,15,93,"Gold Coast",13,13,91,"Adelaide Oval",2,2022,"Regular",15
16110,2022-06-30,"R16","Brisbane Lions",16,12,108,"Footscray",9,13,67,"Gabba",41,2022,"Regular",16
16111,2022-07-01,"R16","Carlton",10,18,78,"St Kilda",14,9,93,"Docklands",-15,2022,"Regular",16
16112,2022-07-02,"R16","Essendon",15,5,95,"Sydney",12,14,86,"M.C.G.",9,2022,"Regular",16
16113,2022-07-02,"R16","Adelaide",10,5,65,"Melbourne",14,10,94,"Adelaide Oval",-29,2022,"Regular",16
16114,2022-07-02,"R16","Gold Coast",8,14,62,"Collingwood",9,13,67,"Carrara",-5,2022,"Regular",16
16115,2022-07-02,"R16","Geelong",21,18,144,"North Melbourne",5,2,32,"Kardinia Park",112,2022,"Regular",16
16116,2022-07-03,"R16","Richmond",20,8,128,"West Coast",13,15,93,"M.C.G.",35,2022,"Regular",16
16117,2022-07-03,"R16","GWS",11,6,72,"Hawthorn",7,8,50,"Sydney Showground",22,2022,"Regular",16
16118,2022-07-03,"R16","Fremantle",15,9,99,"Port Adelaide",14,7,91,"Perth Stadium",8,2022,"Regular",16
16119,2022-07-07,"R17","Geelong",12,19,91,"Melbourne",9,9,63,"Kardinia Park",28,2022,"Regular",17
16120,2022-07-08,"R17","Sydney",17,18,120,"Footscray",9,13,67,"S.C.G.",53,2022,"Regular",17
16121,2022-07-09,"R17","Collingwood",13,10,88,"North Melbourne",12,9,81,"M.C.G.",7,2022,"Regular",17
16122,2022-07-09,"R17","Gold Coast",14,10,94,"Richmond",13,14,92,"Carrara",2,2022,"Regular",17
16123,2022-07-09,"R17","St Kilda",10,10,70,"Fremantle",17,9,111,"Docklands",-41,2022,"Regular",17
16124,2022-07-09,"R17","Port Adelaide",12,12,84,"GWS",3,11,29,"Adelaide Oval",55,2022,"Regular",17
16125,2022-07-10,"R17","Brisbane Lions",13,12,90,"Essendon",15,10,100,"Gabba",-10,2022,"Regular",17
16126,2022-07-10,"R17","Hawthorn",13,8,86,"Adelaide",8,6,54,"Docklands",32,2022,"Regular",17
16127,2022-07-10,"R17","West Coast",8,5,53,"Carlton",17,14,116,"Perth Stadium",-63,2022,"Regular",17
16128,2022-07-15,"R18","Footscray",13,6,84,"St Kilda",7,14,56,"Docklands",28,2022,"Regular",18
16129,2022-07-16,"R18","Adelaide",13,8,86,"Collingwood",14,7,91,"Adelaide Oval",-5,2022,"Regular",18
16130,2022-07-16,"R18","GWS",9,5,59,"Brisbane Lions",15,9,99,"Manuka Oval",-40,2022,"Regular",18
16131,2022-07-16,"R18","North Melbourne",14,8,92,"Richmond",11,22,88,"Docklands",4,2022,"Regular",18
16132,2022-07-16,"R18","Carlton",8,7,55,"Geelong",12,13,85,"M.C.G.",-30,2022,"Regular",18
16133,2022-07-16,"R18","Fremantle",9,11,65,"Sydney",11,16,82,"Perth Stadium",-17,2022,"Regular",18
16134,2022-07-17,"R18","Hawthorn",15,12,102,"West Coast",12,5,77,"M.C.G.",25,2022,"Regular",18
16135,2022-07-17,"R18","Melbourne",12,11,83,"Port Adelaide",10,9,69,"Traeger Park",14,2022,"Regular",18
16136,2022-07-17,"R18","Essendon",14,19,103,"Gold Coast",8,7,55,"Docklands",48,2022,"Regular",18
16137,2022-07-22,"R19","Richmond",7,10,52,"Fremantle",7,10,52,"Docklands",0,2022,"Regular",19
16138,2022-07-23,"R19","Sydney",17,16,118,"Adelaide",12,13,85,"S.C.G.",33,2022,"Regular",19
16139,2022-07-23,"R19","North Melbourne",11,9,75,"Hawthorn",19,7,121,"Bellerive Oval",-46,2022,"Regular",19
16140,2022-07-23,"R19","Port Adelaide",14,10,94,"Geelong",16,10,106,"Adelaide Oval",-12,2022,"Regular",19
16141,2022-07-23,"R19","Brisbane Lions",16,14,110,"Gold Coast",14,9,93,"Gabba",17,2022,"Regular",19
16142,2022-07-23,"R19","Footscray",17,8,110,"Melbourne",15,10,100,"Docklands",10,2022,"Regular",19
16143,2022-07-24,"R19","Carlton",13,12,90,"GWS",8,6,54,"Docklands",36,2022,"Regular",19
16144,2022-07-24,"R19","Collingwood",12,8,80,"Essendon",11,10,76,"M.C.G.",4,2022,"Regular",19
16145,2022-07-24,"R19","West Coast",10,2,62,"St Kilda",14,6,90,"Perth Stadium",-28,2022,"Regular",19
16146,2022-07-29,"R20","Fremantle",5,9,39,"Melbourne",12,13,85,"Perth Stadium",-46,2022,"Regular",20
16147,2022-07-30,"R20","Collingwood",13,10,88,"Port Adelaide",12,10,82,"M.C.G.",6,2022,"Regular",20
16148,2022-07-30,"R20","Sydney",17,10,112,"GWS",5,9,39,"S.C.G.",73,2022,"Regular",20
16149,2022-07-30,"R20","St Kilda",10,15,75,"Hawthorn",9,9,63,"Docklands",12,2022,"Regular",20
16150,2022-07-30,"R20","Geelong",14,10,94,"Footscray",9,12,66,"Kardinia Park",28,2022,"Regular",20
16151,2022-07-30,"R20","Adelaide",12,12,84,"Carlton",8,7,55,"Adelaide Oval",29,2022,"Regular",20
16152,2022-07-31,"R20","Gold Coast",16,11,107,"West Coast",16,8,104,"Carrara",3,2022,"Regular",20
16153,2022-07-31,"R20","Richmond",15,14,104,"Brisbane Lions",14,13,97,"M.C.G.",7,2022,"Regular",20
16154,2022-07-31,"R20","Essendon",17,12,114,"North Melbourne",9,12,66,"Docklands",48,2022,"Regular",20
16155,2022-08-05,"R21","Melbourne",13,11,89,"Collingwood",15,6,96,"M.C.G.",-7,2022,"Regular",21
16156,2022-08-06,"R21","Hawthorn",10,10,70,"Gold Coast",8,15,63,"York Park",7,2022,"Regular",21
16157,2022-08-06,"R21","GWS",14,12,96,"Essendon",10,9,69,"Sydney Showground",27,2022,"Regular",21
16158,2022-08-06,"R21","Footscray",11,12,78,"Fremantle",14,11,95,"Docklands",-17,2022,"Regular",21
16159,2022-08-06,"R21","Geelong",17,8,110,"St Kilda",10,5,65,"Kardinia Park",45,2022,"Regular",21
16160,2022-08-06,"R21","Port Adelaide",10,11,71,"Richmond",16,13,109,"Adelaide Oval",-38,2022,"Regular",21
16161,2022-08-07,"R21","North Melbourne",13,10,88,"Sydney",18,18,126,"Docklands",-38,2022,"Regular",21
16162,2022-08-07,"R21","Brisbane Lions",17,12,114,"Carlton",12,9,81,"Gabba",33,2022,"Regular",21
16163,2022-08-07,"R21","West Coast",13,8,86,"Adelaide",16,6,102,"Perth Stadium",-16,2022,"Regular",21
16164,2022-08-12,"R22","St Kilda",9,12,66,"Brisbane Lions",12,9,81,"Docklands",-15,2022,"Regular",22
16165,2022-08-13,"R22","Footscray",9,8,62,"GWS",8,9,57,"Docklands",5,2022,"Regular",22
16166,2022-08-13,"R22","Adelaide",15,13,103,"North Melbourne",10,14,74,"Adelaide Oval",29,2022,"Regular",22
16167,2022-08-13,"R22","Gold Coast",9,5,59,"Geelong",18,11,119,"Carrara",-60,2022,"Regular",22
16168,2022-08-13,"R22","Melbourne",11,13,79,"Carlton",10,14,74,"M.C.G.",5,2022,"Regular",22
16169,2022-08-13,"R22","Fremantle",9,17,71,"West Coast",7,5,47,"Perth Stadium",24,2022,"Regular",22
16170,2022-08-14,"R22","Richmond",20,8,128,"Hawthorn",9,13,67,"M.C.G.",61,2022,"Regular",22
16171,2022-08-14,"R22","Sydney",11,11,77,"Collingwood",7,8,50,"S.C.G.",27,2022,"Regular",22
16172,2022-08-14,"R22","Essendon",9,8,62,"Port Adelaide",23,8,146,"Docklands",-84,2022,"Regular",22
16173,2022-08-19,"R23","Brisbane Lions",8,9,57,"Melbourne",18,7,115,"Gabba",-58,2022,"Regular",23
16174,2022-08-20,"R23","GWS",10,9,69,"Fremantle",13,11,89,"Manuka Oval",-20,2022,"Regular",23
16175,2022-08-20,"R23","North Melbourne",6,11,47,"Gold Coast",16,18,114,"Docklands",-67,2022,"Regular",23
16176,2022-08-20,"R23","Geelong",19,17,131,"West Coast",7,4,46,"Kardinia Park",85,2022,"Regular",23
16177,2022-08-20,"R23","Essendon",11,9,75,"Richmond",21,15,141,"M.C.G.",-66,2022,"Regular",23
16178,2022-08-20,"R23","Port Adelaide",16,15,111,"Adelaide",7,13,55,"Adelaide Oval",56,2022,"Regular",23
16179,2022-08-21,"R23","Hawthorn",10,4,64,"Footscray",12,15,87,"York Park",-23,2022,"Regular",23
16180,2022-08-21,"R23","Carlton",10,14,74,"Collingwood",11,9,75,"M.C.G.",-1,2022,"Regular",23
16181,2022-08-21,"R23","St Kilda",11,8,74,"Sydney",13,10,88,"Docklands",-14,2022,"Regular",23
16182,2022-09-01,"EF","Brisbane Lions",16,10,106,"Richmond",16,8,104,"Gabba",2,2022,"Finals",24
16183,2022-09-02,"QF","Melbourne",10,9,69,"Sydney",14,7,91,"M.C.G.",-22,2022,"Finals",24
16184,2022-09-03,"QF","Geelong",11,12,78,"Collingwood",10,12,72,"M.C.G.",6,2022,"Finals",24
16185,2022-09-03,"EF","Fremantle",11,7,73,"Footscray",8,12,60,"Perth Stadium",13,2022,"Finals",24
16186,2022-09-09,"SF","Melbourne",11,13,79,"Brisbane Lions",14,8,92,"M.C.G.",-13,2022,"Finals",25
16187,2022-09-10,"SF","Collingwood",11,13,79,"Fremantle",9,5,59,"M.C.G.",20,2022,"Finals",25
16188,2022-09-16,"PF","Geelong",18,12,120,"Brisbane Lions",7,7,49,"M.C.G.",71,2022,"Finals",26
16189,2022-09-17,"PF","Sydney",14,11,95,"Collingwood",14,10,94,"S.C.G.",1,2022,"Finals",26
16190,2022-09-24,"GF","Geelong",20,13,133,"Sydney",8,4,52,"M.C.G.",81,2022,"Finals",27
16191,2023-03-16,"R1","Richmond",8,10,58,"Carlton",8,10,58,"M.C.G.",0,2023,"Regular",1
16192,2023-03-17,"R1","Geelong",16,7,103,"Collingwood",19,11,125,"M.C.G.",-22,2023,"Regular",1
16193,2023-03-18,"R1","North Melbourne",12,15,87,"West Coast",12,10,82,"Docklands",5,2023,"Regular",1
16194,2023-03-18,"R1","Port Adelaide",18,18,126,"Brisbane Lions",11,6,72,"Adelaide Oval",54,2023,"Regular",1
16195,2023-03-18,"R1","Melbourne",17,13,115,"Footscray",9,11,65,"M.C.G.",50,2023,"Regular",1
16196,2023-03-18,"R1","Gold Coast",9,7,61,"Sydney",16,14,110,"Carrara",-49,2023,"Regular",1
16197,2023-03-19,"R1","GWS",15,16,106,"Adelaide",12,18,90,"Sydney Showground",16,2023,"Regular",1
16198,2023-03-19,"R1","Hawthorn",9,11,65,"Essendon",19,10,124,"M.C.G.",-59,2023,"Regular",1
16199,2023-03-19,"R1","St Kilda",10,7,67,"Fremantle",7,10,52,"Docklands",15,2023,"Regular",1
16200,2023-03-23,"R2","Carlton",13,12,90,"Geelong",12,10,82,"M.C.G.",8,2023,"Regular",2
16201,2023-03-24,"R2","Brisbane Lions",14,9,93,"Melbourne",13,4,82,"Gabba",11,2023,"Regular",2
16202,2023-03-25,"R2","Collingwood",21,9,135,"Port Adelaide",9,10,64,"M.C.G.",71,2023,"Regular",2
16203,2023-03-25,"R2","Adelaide",10,16,76,"Richmond",17,6,108,"Adelaide Oval",-32,2023,"Regular",2
16204,2023-03-25,"R2","Footscray",5,11,41,"St Kilda",14,8,92,"Docklands",-51,2023,"Regular",2
16205,2023-03-25,"R2","Fremantle",10,12,72,"North Melbourne",11,7,73,"Perth Stadium",-1,2023,"Regular",2
16206,2023-03-26,"R2","Sydney",17,16,118,"Hawthorn",4,13,37,"S.C.G.",81,2023,"Regular",2
16207,2023-03-26,"R2","Essendon",16,12,108,"Gold Coast",11,14,80,"Docklands",28,2023,"Regular",2
16208,2023-03-26,"R2","West Coast",14,16,100,"GWS",11,15,81,"Perth Stadium",19,2023,"Regular",2
16209,2023-03-30,"R3","Footscray",10,7,67,"Brisbane Lions",7,11,53,"Docklands",14,2023,"Regular",3
16210,2023-03-31,"R3","Collingwood",8,15,63,"Richmond",7,7,49,"M.C.G.",14,2023,"Regular",3
16211,2023-04-01,"R3","Hawthorn",11,14,80,"North Melbourne",9,7,61,"York Park",19,2023,"Regular",3
16212,2023-04-01,"R3","GWS",9,10,64,"Carlton",9,20,74,"Sydney Showground",-10,2023,"Regular",3
16213,2023-04-01,"R3","St Kilda",14,8,92,"Essendon",11,8,74,"M.C.G.",18,2023,"Regular",3
16214,2023-04-01,"R3","Port Adelaide",13,8,86,"Adelaide",18,9,117,"Adelaide Oval",-31,2023,"Regular",3
16215,2023-04-02,"R3","Gold Coast",10,13,73,"Geelong",7,12,54,"Carrara",19,2023,"Regular",3
